p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	absLogFC
2.61671253278024e-07	0.374800639239426	0.935	0.754	0.00564948235827254	D2	SPTSSA	0.374800639239426
2.68731997497429e-07	0.438720068116238	0.805	0.546	0.0058019238259695	D2	FNBP1	0.438720068116238
2.69059954358584e-07	0.311944215139764	1	0.962	0.00580900441460182	D2	OAZ1	0.311944215139764
2.71575443733738e-07	0.342869967447862	0.844	0.618	0.00586331383021141	D2	FIBP	0.342869967447862
2.75730202449522e-07	0.355584445865478	0.805	0.515	0.00595301507088519	D2	PIGC	0.355584445865478
2.8753022851121e-07	0.562404034936568	0.779	0.478	0.00620777763355702	D2	RP1	0.562404034936568
2.94984219607678e-07	0.354227986555823	0.974	0.833	0.00636870930132976	D2	PET100	0.354227986555823
2.96407861388477e-07	0.352509061033387	0.961	0.857	0.00639944572737722	D2	SSBP1	0.352509061033387
2.99897968006421e-07	0.309911285263947	1	0.98	0.00647479712925862	D2	H3F3A	0.309911285263947
3.11557139128447e-07	0.335099326738032	0.974	0.874	0.00672651863378318	D2	BSG	0.335099326738032
3.13383600106341e-07	0.376467717119582	0.935	0.809	0.0067659519262959	D2	TSPAN15	0.376467717119582
3.2118277144588e-07	0.297169084537412	0.636	0.348	0.00693433603551655	D2	MIR4435-2HG	0.297169084537412
3.21475418704597e-07	0.257269675581327	0.662	0.358	0.00694065428983226	D2	GLS	0.257269675581327
3.32793965755123e-07	0.284335871146635	0.909	0.608	0.0071850217206531	D2	NUBP2	0.284335871146635
3.39991098630535e-07	0.544847674272085	0.818	0.515	0.00734040781943325	D2	LRG1	0.544847674272085
3.45049345394188e-07	0.945326185465202	0.909	0.734	0.00744961536706053	D2	S100A10	0.945326185465202
3.45589624031077e-07	0.460581308658798	0.987	0.901	0.00746127998283095	D2	CLIC1	0.460581308658798
3.46027157117049e-07	0.41643929820413	0.922	0.782	0.00747072632215708	D2	ERBB4	0.41643929820413
3.65526469074112e-07	0.38782458333838	0.532	0.232	0.00789171646731008	D2	SDC2	0.38782458333838
3.80854776963598e-07	0.353647986027624	0.831	0.556	0.00822265463464408	D2	BCKDK	0.353647986027624
3.82163820500218e-07	0.364945877191645	0.948	0.758	0.00825091688459971	D2	PPP1CA	0.364945877191645
3.84105071466807e-07	0.389520389295084	0.74	0.451	0.00829282849296836	D2	C5orf30	0.389520389295084
3.96409186458645e-07	0.340878484603999	0.974	0.867	0.00855847433564215	D2	NENF	0.340878484603999
3.99057332746948e-07	0.549428204971738	0.961	0.863	0.00861564781400662	D2	BAG1	0.549428204971738
4.20245864099451e-07	0.403427282701992	0.688	0.403	0.00907310820590715	D2	RAMP2	0.403427282701992
4.35173792534666e-07	0.318280763778717	0.831	0.601	0.00939540218082343	D2	PSMB8	0.318280763778717
4.46192813827474e-07	0.355670760248556	0.922	0.758	0.00963330285053516	D2	PSMB6	0.355670760248556
4.62072996137187e-07	0.392405292125197	0.961	0.713	0.00997615598660186	D2	EI24	0.392405292125197
4.6370129182891e-07	0.327869539549024	0.714	0.444	0.0100113108905862	D2	ST14	0.327869539549024
4.92419817421847e-07	0.377602596936065	0.922	0.747	0.0106313438581377	D2	UGCG	0.377602596936065
5.01846696094248e-07	0.35080823119968	0.974	0.945	0.0108348701686748	D2	UBL5	0.35080823119968
5.73547918368887e-07	0.410093211048078	0.896	0.696	0.0123828995575843	D2	PSME2	0.410093211048078
5.8012396448737e-07	0.441145380218819	0.844	0.693	0.0125248763932823	D2	CSRP1	0.441145380218819
6.17618711382677e-07	0.358469471247391	0.74	0.485	0.013334387978752	D2	TMPRSS3	0.358469471247391
6.54092523169166e-07	0.2853596388443	0.818	0.522	0.0141218575752223	D2	CFDP1	0.2853596388443
6.73702173948586e-07	0.49331918610704	0.74	0.509	0.01454522993555	D2	CASD1	0.49331918610704
6.78040153476936e-07	0.378324109057207	0.935	0.898	0.014638886913567	D2	SEM1	0.378324109057207
7.04758577054443e-07	0.257799277210272	0.701	0.386	0.0152157376786054	D2	SCNN1A	0.257799277210272
7.17202857434591e-07	0.36280420126459	0.935	0.775	0.0154844096920128	D2	AP1M2	0.36280420126459
7.18286423881636e-07	0.329381364802121	0.922	0.717	0.0155078038916045	D2	FCGRT	0.329381364802121
7.67391518666781e-07	0.334546054588637	0.831	0.597	0.0165679828880158	D2	MRPS12	0.334546054588637
8.04502075022462e-07	0.415195313490772	0.909	0.689	0.017369199799735	D2	CRIP1	0.415195313490772
8.13599412535396e-07	0.327456887329361	0.896	0.7	0.0175656113166392	D2	MPZL1	0.327456887329361
8.42521720686405e-07	0.346372634461377	0.987	0.805	0.0181900439496195	D2	PSMB4	0.346372634461377
8.85586549231883e-07	0.295057842701246	0.74	0.461	0.0191198135979163	D2	TMEM203	0.295057842701246
9.42995229494195e-07	0.486255670132342	0.987	0.925	0.0203592670047797	D2	MYL12A	0.486255670132342
9.47701555548166e-07	0.27023053352791	0.481	0.212	0.0204608765842849	D2	TBC1D1	0.27023053352791
9.72539876727063e-07	0.338685440220099	0.987	0.928	0.0209971359385373	D2	ATP6V0E1	0.338685440220099
1.06524051355214e-06	0.268514992798376	0.844	0.584	0.0229985426875907	D2	MRPL23	0.268514992798376
1.07775618290832e-06	0.315879241608649	0.909	0.778	0.0232687559889907	D2	POLR2J	0.315879241608649
1.08137548824557e-06	0.263313848579968	0.805	0.495	0.0233468967912218	D2	C1orf131	0.263313848579968
1.082251797047e-06	0.286380938606056	0.766	0.502	0.0233658162982447	D2	DNAJC10	0.286380938606056
1.09562054776269e-06	0.309730796279374	0.909	0.645	0.0236544476261965	D2	DPM2	0.309730796279374
1.11713585498551e-06	0.338885120085629	0.494	0.205	0.0241189631091372	D2	PADI2	0.338885120085629
1.13725604549274e-06	0.294247808923589	0.714	0.427	0.0245533580221884	D2	EXOSC10	0.294247808923589
1.13883344167037e-06	0.387715198814753	0.961	0.846	0.0245874140056632	D2	RABAC1	0.387715198814753
1.17165187394361e-06	0.347139460366755	0.857	0.689	0.0252959639584425	D2	TSTA3	0.347139460366755
1.17635447922441e-06	0.336925547596033	0.987	0.901	0.025397493206455	D2	NDUFA1	0.336925547596033
1.18937937391616e-06	0.320813507718631	0.974	0.867	0.02567870068285	D2	TMEM219	0.320813507718631
1.1901334223194e-06	0.260273676490085	0.727	0.406	0.0256949805878759	D2	NAT14	0.260273676490085
1.23361990121885e-06	0.346275981136499	0.974	0.887	0.0266338536673149	D2	SNRPE	0.346275981136499
1.25928640537095e-06	0.295774165303031	0.974	0.833	0.0271879934919588	D2	SNRPD2	0.295774165303031
1.27405839734066e-06	0.330986158998651	0.844	0.628	0.0275069207985849	D2	RNPEP	0.330986158998651
1.30494799306245e-06	0.325686078722933	0.948	0.819	0.0281738271702182	D2	HSBP1	0.325686078722933
1.32640354023565e-06	0.293515150815769	0.935	0.765	0.0286370524336878	D2	SNRPB2	0.293515150815769
1.3756802809967e-06	0.33892500862001	0.922	0.713	0.0297009372667187	D2	CAPG	0.33892500862001
1.43502325521451e-06	0.350247835482398	0.922	0.816	0.0309821520800813	D2	NDUFB3	0.350247835482398
1.43770355506022e-06	0.338604623291509	0.779	0.526	0.0310400197537502	D2	GTF2F2	0.338604623291509
1.43843134578339e-06	0.262735591297001	0.987	0.945	0.0310557327554634	D2	COX4I1	0.262735591297001
1.44041630263715e-06	0.335780939335405	0.935	0.788	0.031098587973936	D2	PSMD4	0.335780939335405
1.44671929726643e-06	0.320574009682631	0.948	0.874	0.0312346696279823	D2	MRPS34	0.320574009682631
1.47916338935672e-06	0.396189166228216	0.974	0.87	0.0319351375762115	D2	ENO1	0.396189166228216
1.57611643037728e-06	0.311805030338893	0.325	0.109	0.0340283537318456	D2	RLN2	0.311805030338893
1.72443355243176e-06	0.343892092086417	0.844	0.587	0.0372305203970017	D2	AP2A1	0.343892092086417
1.85226331477188e-06	0.292877126582684	0.935	0.836	0.0399903649659248	D2	MRPL41	0.292877126582684
1.88821863782572e-06	0.292393563955685	0.766	0.468	0.0407666403906572	D2	MAPK3	0.292393563955685
1.97016545244406e-06	0.278125375427343	0.61	0.358	0.0425358721182672	D2	C11orf49	0.278125375427343
1.99560954378471e-06	0.695998588986143	0.87	0.747	0.0430852100503119	D2	HSPA1B	0.695998588986143
2.00310359738655e-06	0.278579144273449	0.922	0.741	0.0432470066675756	D2	GPAA1	0.278579144273449
2.06810499464835e-06	0.35883059705723	1	0.935	0.0446503868344578	D2	DYNLL1	0.35883059705723
2.07443546746082e-06	0.348965025004248	0.935	0.823	0.044787061742479	D2	CHMP5	0.348965025004248
2.10314324779042e-06	0.309048051149863	0.805	0.509	0.0454068627197952	D2	BCL2L1	0.309048051149863
2.1271646408723e-06	0.316297677159032	0.948	0.826	0.0459254845964329	D2	LSM7	0.316297677159032
2.23032791110635e-06	0.311215570146551	0.948	0.836	0.0481527796007861	D2	GNB2	0.311215570146551
2.25968232807158e-06	0.815663593285494	0.922	0.744	0.0487865414630653	D2	MT2A	0.815663593285494
2.27409601717962e-06	0.382329502643539	1	0.942	0.049097733010908	D2	GNAS	0.382329502643539
2.33550214324207e-06	0.343655799560639	0.974	0.887	0.0504234912725962	D2	TECR	0.343655799560639
2.37807471446853e-06	0.373090287060933	0.857	0.631	0.0513426330853756	D2	ITPRIPL2	0.373090287060933
2.53531736712389e-06	0.253403505765192	0.883	0.594	0.0547375019562049	D2	UBN1	0.253403505765192
2.58796184595374e-06	0.29589351582095	0.805	0.618	0.0558740962541412	D2	GRHPR	0.29589351582095
2.60858530728794e-06	0.36011176070129	0.792	0.597	0.0563193567843466	D2	PKP3	0.36011176070129
2.6887082356286e-06	0.350891379826169	0.922	0.727	0.0580492108072215	D2	MMP24OS	0.350891379826169
2.70528406712806e-06	0.362630854280422	0.896	0.805	0.0584070830092948	D2	ROMO1	0.362630854280422
2.71429798268757e-06	0.304131723623639	0.818	0.594	0.0586016934462247	D2	ARL8A	0.304131723623639
2.7412559073168e-06	0.337869501906203	0.818	0.638	0.0591837150389698	D2	DNASE2	0.337869501906203
2.77168573792116e-06	0.373296526822306	0.662	0.416	0.0598406950817179	D2	NAIP	0.373296526822306
2.81153805943275e-06	0.426220096501677	0.935	0.768	0.060701106703153	D2	LPGAT1	0.426220096501677
2.85743382721334e-06	0.276086373321269	0.844	0.604	0.061691996329536	D2	RDX	0.276086373321269
2.86161022466764e-06	0.319152620987805	0.987	0.973	0.0617821647505744	D2	CFL1	0.319152620987805
2.87686119799127e-06	0.270533952684363	0.935	0.788	0.0621114332646315	D2	UQCRC2	0.270533952684363
3.00192253193695e-06	0.30961055837608	0.935	0.812	0.0648115074645187	D2	TIMM13	0.30961055837608
3.04143238128355e-06	0.296107943585783	0.948	0.792	0.0656645251119118	D2	COX5A	0.296107943585783
3.08222185590516e-06	0.354791559799527	0.935	0.894	0.0665451698689923	D2	NDUFB7	0.354791559799527
3.18162612862021e-06	0.293508281414738	0.753	0.464	0.0686913081169103	D2	FBRS	0.293508281414738
3.40289568063696e-06	0.346931408968552	1	0.935	0.073468517744952	D2	SSR2	0.346931408968552
3.43782896313772e-06	0.319911324798485	0.818	0.584	0.0742227273141434	D2	TRIP6	0.319911324798485
3.48363772512855e-06	0.274601686674591	0.662	0.386	0.0752117384855254	D2	SLC5A6	0.274601686674591
3.57927959733149e-06	0.302738563264561	0.844	0.618	0.0772766465063868	D2	TSC2	0.302738563264561
3.86779312408219e-06	0.382703239654985	0.974	0.867	0.0835056535489344	D2	DYNLRB1	0.382703239654985
3.89631390422952e-06	0.252010806041502	0.584	0.317	0.0841214171923154	D2	DIP2B	0.252010806041502
3.9310578718381e-06	0.292974921909969	0.844	0.631	0.0848715394529846	D2	DALRD3	0.292974921909969
3.99977142996287e-06	0.460556087525652	0.987	0.935	0.0863550651728984	D2	EVL	0.460556087525652
4.02892920736888e-06	0.365636621130673	0.935	0.823	0.0869845815870941	D2	TALDO1	0.365636621130673
4.05375140363733e-06	0.504592261234206	0.948	0.713	0.08752049280453	D2	B4GALT1	0.504592261234206
4.12177630901309e-06	0.353382124763202	0.74	0.512	0.0889891505115926	D2	BSPRY	0.353382124763202
4.34044544133098e-06	0.274445005617655	0.403	0.167	0.0937102170783359	D2	IFIH1	0.274445005617655
4.4160588338463e-06	0.324652740454578	0.883	0.717	0.0953427102227415	D2	MRPL14	0.324652740454578
4.43206437838637e-06	0.274472503980837	0.831	0.635	0.0956882699293618	D2	PSMC3	0.274472503980837
4.44221138046065e-06	0.401746691315125	0.909	0.706	0.0959073437041454	D2	TXNL4A	0.401746691315125
4.61804747334443e-06	0.30998503362272	0.896	0.765	0.0997036449495062	D2	AP2B1	0.30998503362272
4.80927045341653e-06	0.269005349342227	0.74	0.471	0.103832149089263	D2	CCDC107	0.269005349342227
4.99877096133637e-06	0.379099108472439	0.779	0.509	0.107923465055252	D2	MTHFD2	0.379099108472439
5.12070274522333e-06	0.39306081188741	0.87	0.771	0.110555972269372	D2	IQGAP2	0.39306081188741
5.13160883019138e-06	0.292524079873285	0.857	0.672	0.110791434643832	D2	DCTPP1	0.292524079873285
5.15787022813925e-06	0.307896244588539	0.831	0.594	0.111358418225526	D2	SLC25A39	0.307896244588539
5.16130679992559e-06	0.275622517663883	0.896	0.662	0.111432613810393	D2	FLYWCH2	0.275622517663883
5.4542327228069e-06	0.412180723856264	0.974	0.901	0.117756884485401	D2	CSTB	0.412180723856264
5.69032904189615e-06	0.347404770587898	0.974	0.918	0.122854204014538	D2	COX5B	0.347404770587898
5.8983573048367e-06	0.334234305219455	0.909	0.73	0.127345534211424	D2	CKS1B	0.334234305219455
5.93563284292968e-06	0.350001564111862	0.974	0.874	0.128150313078852	D2	LAMTOR4	0.350001564111862
6.10619038948071e-06	0.392362615311017	0.961	0.877	0.131832650508888	D2	NDUFB10	0.392362615311017
6.18086384370231e-06	0.30145720202089	0.805	0.584	0.133444850385533	D2	GFM1	0.30145720202089
6.18700688129612e-06	0.343407478077226	0.961	0.884	0.133577478567183	D2	CHMP2A	0.343407478077226
6.22565631909432e-06	0.295639311408984	0.351	0.14	0.134411919929246	D2	LAMB3	0.295639311408984
6.23705025402917e-06	0.364943237610165	0.922	0.812	0.13465791498449	D2	SDHC	0.364943237610165
6.25604001769359e-06	0.334503103046258	0.922	0.775	0.135067903982005	D2	GADD45GIP1	0.334503103046258
6.2731436372583e-06	0.250617961465144	0.844	0.614	0.135437171128407	D2	ITPA	0.250617961465144
6.5424987385382e-06	0.281693772284092	0.922	0.696	0.14125254776504	D2	PPP1R35	0.281693772284092
6.55963656344615e-06	0.289154721120518	0.935	0.812	0.141622553404802	D2	HADHA	0.289154721120518
6.56961623191226e-06	0.289366505826902	0.571	0.321	0.141838014446986	D2	HILPDA	0.289366505826902
6.87318869461905e-06	0.315746992119327	0.649	0.365	0.148392143916825	D2	SETBP1	0.315746992119327
7.0204097732168e-06	0.313314249575185	0.844	0.573	0.151570647003751	D2	ZBTB41	0.313314249575185
7.13915673584717e-06	0.3425219132258	0.909	0.737	0.15413439392694	D2	DCTN3	0.3425219132258
7.25456459532518e-06	0.340952248722419	0.896	0.795	0.156626049613071	D2	METTL26	0.340952248722419
7.39890399867289e-06	0.324311069802913	0.961	0.785	0.159742337331348	D2	PSMB3	0.324311069802913
7.41980559368578e-06	0.303608681121892	0.805	0.563	0.160193602767676	D2	ETFB	0.303608681121892
7.57251986889596e-06	0.288644427861379	0.922	0.713	0.163490703969464	D2	SPSB3	0.288644427861379
7.65110981433392e-06	0.313521911210322	0.805	0.567	0.165187460891469	D2	LY6E	0.313521911210322
7.71325128115294e-06	0.26778864151589	0.987	0.942	0.166529095160092	D2	CHCHD2	0.26778864151589
7.73663823406067e-06	0.278516652726005	0.818	0.522	0.16703401947337	D2	SYT7	0.278516652726005
7.88831193668939e-06	0.410917977854205	0.987	0.894	0.170308654713124	D2	CAST	0.410917977854205
7.91836473639973e-06	0.416393293548519	1	0.969	0.17095749465887	D2	KRT8	0.416393293548519
8.19962422110395e-06	0.370086328078758	0.727	0.515	0.177029886933634	D2	ENPP5	0.370086328078758
8.54607234275315e-06	0.297569030138719	0.844	0.614	0.184509701880041	D2	TMEM63A	0.297569030138719
8.66958350256249e-06	0.334394886415086	0.675	0.43	0.187176307820324	D2	RHBDF1	0.334394886415086
8.69673722447988e-06	0.334607302992196	0.818	0.567	0.187762556676521	D2	SREBF1	0.334607302992196
8.70784531813107e-06	0.270461033190955	0.597	0.334	0.18800238041845	D2	REXO4	0.270461033190955
8.71157345130254e-06	0.259256281014136	0.714	0.485	0.188082870813622	D2	MPDU1	0.259256281014136
9.07833298703471e-06	0.281482193398949	0.909	0.823	0.196001209190079	D2	CCT8	0.281482193398949
9.2825389229489e-06	0.287028392282484	0.948	0.874	0.200410015346467	D2	GSTK1	0.287028392282484
9.45706964583553e-06	0.334936842415816	0.753	0.509	0.204178133653589	D2	ILK	0.334936842415816
9.68289964125098e-06	0.302139288958962	0.883	0.747	0.209053803254609	D2	COPS6	0.302139288958962
9.8990648250757e-06	0.278902165436603	0.844	0.597	0.213720809573384	D2	WDR1	0.278902165436603
9.93147858521846e-06	0.284659685902773	0.688	0.451	0.214420622654867	D2	ETHE1	0.284659685902773
1.00846283618919e-05	0.254325801589069	0.805	0.553	0.217727126333247	D2	GBP3	0.254325801589069
1.04395033993044e-05	0.273521695100772	0.714	0.505	0.225388878390982	D2	RAB9A	0.273521695100772
1.06078766878559e-05	0.266990376382981	0.532	0.29	0.229024057690808	D2	GNB4	0.266990376382981
1.06240594394138e-05	0.459937163491249	0.909	0.775	0.229373443296943	D2	TYMP	0.459937163491249
1.08517668983924e-05	0.279357653983032	0.688	0.447	0.234289647336292	D2	BNIPL	0.279357653983032
1.09886619838799e-05	0.381910744870681	0.922	0.833	0.237245212231968	D2	ATP5PO	0.381910744870681
1.10780145813269e-05	0.272684793668074	0.948	0.928	0.239174334810847	D2	ARPC3	0.272684793668074
1.11479796629857e-05	0.270286338164791	0.896	0.911	0.240684880923861	D2	NDUFB11	0.270286338164791
1.14323853694837e-05	0.449558013173158	0.805	0.57	0.246825200127152	D2	DSC2	0.449558013173158
1.1725053151187e-05	0.347530712436046	0.909	0.734	0.253143897534127	D2	CRIP2	0.347530712436046
1.26355782572073e-05	0.319263544984923	0.857	0.669	0.272802134573105	D2	CNIH4	0.319263544984923
1.26421779582448e-05	0.276527691674119	0.688	0.42	0.272944622118506	D2	HYAL2	0.276527691674119
1.31796445426704e-05	0.338171981188611	0.857	0.713	0.284548525676254	D2	PSMB2	0.338171981188611
1.32912994229845e-05	0.264556589083658	0.584	0.307	0.286959154542236	D2	ANO8	0.264556589083658
1.3399429141857e-05	0.310332474753529	0.909	0.7	0.289293675172694	D2	ADAR	0.310332474753529
1.39260669162149e-05	0.25745622730921	0.74	0.468	0.30066378472108	D2	CREB3	0.25745622730921
1.43472197786589e-05	0.332509224832605	0.883	0.785	0.309756475021245	D2	ARPC1A	0.332509224832605
1.43785826061724e-05	0.283401101950532	0.935	0.846	0.310433598467263	D2	C19orf53	0.283401101950532
1.43929805861319e-05	0.295795610329909	0.935	0.881	0.310744450854589	D2	ZNHIT1	0.295795610329909
1.48508145597136e-05	0.259821563960957	0.896	0.655	0.320629086344216	D2	LSM8	0.259821563960957
1.4996704388302e-05	0.308675827790437	0.922	0.788	0.32377884774344	D2	PDCD5	0.308675827790437
1.52232714044526e-05	0.356658009529756	0.896	0.775	0.328670429622132	D2	FKBP1A	0.356658009529756
1.579364882064e-05	0.291750976763888	0.987	0.911	0.340984878037617	D2	CCT3	0.291750976763888
1.61358179681526e-05	0.36746893487629	0.948	0.771	0.348372309932415	D2	SEPHS2	0.36746893487629
1.63368995533868e-05	0.306444505602127	0.961	0.908	0.352713661357622	D2	KRTCAP2	0.306444505602127
1.64339243406898e-05	0.302068015454037	0.909	0.741	0.354808426515493	D2	PSMA4	0.302068015454037
1.674261851853e-05	0.321544635365647	0.948	0.85	0.361473133815063	D2	SYPL1	0.321544635365647
1.67574624619069e-05	0.320958662841718	0.896	0.727	0.361793614552571	D2	RNF181	0.320958662841718
1.7055237030076e-05	0.294749256494561	0.727	0.481	0.368222567479341	D2	AGPAT5	0.294749256494561
1.72949373481679e-05	0.315418368963936	0.948	0.85	0.373397697346944	D2	ATOX1	0.315418368963936
1.75902072701786e-05	0.279098956094814	0.987	0.935	0.379772574963155	D2	VAPA	0.279098956094814
1.76763025105599e-05	0.290250612378724	0.688	0.427	0.381631371202989	D2	DHRS12	0.290250612378724
1.78354894928424e-05	0.280668319676637	0.974	0.816	0.385068218150468	D2	SMIM26	0.280668319676637
1.78828288231232e-05	0.271293369093502	0.948	0.792	0.38609027429123	D2	RAB4A	0.271293369093502
1.79280988208425e-05	0.323558075362107	0.805	0.577	0.387067653541989	D2	POLR2G	0.323558075362107
1.80379871023496e-05	0.328955370520232	1	0.911	0.389440141539727	D2	ATP5MD	0.328955370520232
1.87748632688806e-05	0.306481821036492	0.805	0.563	0.405349297975133	D2	NAALADL2	0.306481821036492
1.99082634569746e-05	0.304689394291765	1	0.904	0.429819408036082	D2	TPI1	0.304689394291765
1.99651318592058e-05	0.32551844228047	0.545	0.3	0.431047196840254	D2	ISG20	0.32551844228047
2.00095660008466e-05	0.297860804296145	0.714	0.433	0.432006529958279	D2	EPPK1	0.297860804296145
2.09314474154504e-05	0.352510951662858	0.896	0.713	0.451909949699575	D2	RERG	0.352510951662858
2.12079514199093e-05	0.352750240238221	0.896	0.819	0.457879671155842	D2	ATP6V1F	0.352750240238221
2.16611097504824e-05	0.289847657318836	1	0.98	0.467663359512916	D2	PPDPF	0.289847657318836
2.19443026803293e-05	0.293378009859028	0.961	0.877	0.473777494868309	D2	ACTN4	0.293378009859028
2.27206650546424e-05	0.348068701094392	0.883	0.785	0.490539158529728	D2	BLVRB	0.348068701094392
2.33843816237684e-05	0.287596215682465	0.922	0.802	0.50486879925716	D2	DRAP1	0.287596215682465
2.3384604569846e-05	0.289391184410741	0.74	0.519	0.504873612662975	D2	SURF4	0.289391184410741
2.37039808751739e-05	0.326029984199748	0.935	0.85	0.511768947095005	D2	MDH2	0.326029984199748
2.38386950577051e-05	0.354155722518154	1	0.966	0.514677426295853	D2	MYL12B	0.354155722518154
2.50972831366135e-05	0.393801322989532	0.87	0.7	0.541850342919486	D2	CD47	0.393801322989532
2.55924820026475e-05	0.287471203788562	0.792	0.573	0.55254168643716	D2	LYPLAL1	0.287471203788562
2.69264640522954e-05	0.297133349591421	0.688	0.43	0.581342358889057	D2	COMMD8	0.297133349591421
2.7907703577635e-05	1.56900145440475	0.364	0.157	0.60252732024114	D2	DEFB1	1.56900145440475
2.92988922258939e-05	0.300786823726066	0.935	0.85	0.632563083157049	D2	SCAND1	0.300786823726066
2.94641670281667e-05	0.285303724557179	0.675	0.447	0.636131366138119	D2	SLC35F6	0.285303724557179
3.01963645910237e-05	0.251383099680589	0.987	0.932	0.651939511520202	D2	NME3	0.251383099680589
3.07609810830619e-05	0.280444027908204	0.805	0.597	0.664129581583306	D2	PTPA	0.280444027908204
3.09923659191599e-05	0.277458534068687	0.974	0.812	0.669125180194661	D2	C8orf59	0.277458534068687
3.20021901418389e-05	0.305228795410535	0.896	0.724	0.690927285162302	D2	DDR1	0.305228795410535
3.32803308026502e-05	0.309501388889365	0.922	0.812	0.718522342029218	D2	IDH2	0.309501388889365
3.3467295936126e-05	0.37713833747625	0.857	0.652	0.72255891926096	D2	JPT1	0.37713833747625
3.36309835768698e-05	0.343961773280783	0.961	0.802	0.726092935424618	D2	TAPBP	0.343961773280783
3.38873438203848e-05	0.259426329929542	0.935	0.683	0.731627753082108	D2	WASL	0.259426329929542
3.40975817509667e-05	0.32096154724848	0.844	0.56	0.736166790003372	D2	TCF7L2	0.32096154724848
3.54187346341096e-05	0.256144724004734	0.844	0.577	0.764690480750427	D2	DAZAP1	0.256144724004734
3.58129075036987e-05	0.25028759968078	0.714	0.42	0.773200673004854	D2	SSPN	0.25028759968078
3.65758910129641e-05	0.433989241818854	0.961	0.874	0.789673486969895	D2	CD59	0.433989241818854
3.68479308792412e-05	0.252253604911258	0.831	0.683	0.795546827682818	D2	UQCC3	0.252253604911258
3.85383028347568e-05	0.273877593993376	0.948	0.816	0.8320419582024	D2	PSENEN	0.273877593993376
3.97383917830166e-05	0.329111905561561	0.896	0.676	0.857951878595329	D2	CWC15	0.329111905561561
4.04170291213334e-05	0.29678231088278	0.935	0.826	0.872603658729588	D2	TXNDC17	0.29678231088278
4.04621277920475e-05	0.356683316073574	1	0.935	0.873577339030305	D2	CD24	0.356683316073574
4.162141625692e-05	0.270270763763163	0.909	0.631	0.898606376986902	D2	SDCBP	0.270270763763163
4.25070820533414e-05	0.268957890126454	0.948	0.761	0.917727901531641	D2	PGLS	0.268957890126454
4.41024615342117e-05	0.301827279435571	0.818	0.601	0.952172144523631	D2	MRPL24	0.301827279435571
4.42896718403767e-05	0.307187113107836	0.351	0.154	0.956214015033732	D2	HLA-DRA	0.307187113107836
4.52573433381902e-05	0.254740450744453	0.818	0.577	0.977106042671526	D2	FAM32A	0.254740450744453
4.64441675806135e-05	0.278256149775672	0.792	0.519	1	D2	IFT88	0.278256149775672
4.70573713006203e-05	0.304459372763494	0.857	0.625	1	D2	DYNC1LI1	0.304459372763494
4.71112399927522e-05	0.259393091328835	0.649	0.416	1	D2	ORAI1	0.259393091328835
4.77755429421902e-05	0.32080477928207	0.935	0.778	1	D2	GUSB	0.32080477928207
4.81737545242585e-05	0.31335674827111	0.909	0.669	1	D2	UQCC2	0.31335674827111
4.90084551794369e-05	0.260385061097965	0.935	0.863	1	D2	TMEM141	0.260385061097965
4.91817477705401e-05	0.277640707444009	0.805	0.601	1	D2	WDR6	0.277640707444009
5.01371136837436e-05	0.313961911719813	0.883	0.696	1	D2	PHF20	0.313961911719813
5.02435155875976e-05	0.288939860860776	1	0.939	1	D2	NDUFA4	0.288939860860776
5.12125437876717e-05	0.257288962870473	0.74	0.505	1	D2	SDC1	0.257288962870473
5.13718477647417e-05	0.250406515569652	0.935	0.802	1	D2	POLR1D	0.250406515569652
5.19102248970189e-05	0.275761096258141	0.805	0.573	1	D2	SSBP4	0.275761096258141
5.50787675923038e-05	0.289845000519557	0.87	0.741	1	D2	HINT2	0.289845000519557
5.51605928966091e-05	0.298332633721905	0.909	0.785	1	D2	CDC37	0.298332633721905
5.62622044785584e-05	0.276599942635626	0.922	0.737	1	D2	BCL7C	0.276599942635626
5.76991200640596e-05	0.33700871359497	0.987	0.915	1	D2	COX7A2	0.33700871359497
6.00498407995832e-05	0.318088690862714	0.987	0.846	1	D2	EIF2S2	0.318088690862714
6.20029150699984e-05	0.264084473413569	0.831	0.587	1	D2	TUSC1	0.264084473413569
6.22297980924641e-05	0.308302741896262	0.974	0.894	1	D2	NDUFB4	0.308302741896262
6.23121827229462e-05	0.278044505394573	0.948	0.73	1	D2	VTCN1	0.278044505394573
6.34644044313115e-05	0.490924917147687	0.961	0.939	1	D2	HLA-B	0.490924917147687
6.39959992460791e-05	0.314294854999639	0.87	0.686	1	D2	ARHGDIA	0.314294854999639
6.45905762322e-05	0.255576395172076	0.545	0.307	1	D2	TMC6	0.255576395172076
6.49786094489072e-05	0.305476892567962	0.922	0.802	1	D2	STAU1	0.305476892567962
6.67672420261506e-05	0.284947369034671	0.831	0.666	1	D2	TRAPPC4	0.284947369034671
6.75478981049159e-05	0.362228810613696	0.87	0.741	1	D2	CHMP4A	0.362228810613696
6.93169017891913e-05	0.280337968127111	0.935	0.785	1	D2	EPRS	0.280337968127111
6.99085284346071e-05	0.25413901454995	0.792	0.556	1	D2	MCRIP2	0.25413901454995
7.01672728453491e-05	0.284259518764161	0.974	0.887	1	D2	SELENOH	0.284259518764161
