label,logFC,P.Value,adj.P.Val,AveExpr,t,B,absLogFC,log10Pvalue,log10Padj
C6orf118,0.074758268,0.826201278,0.974045182,5.521979653,0.219576907,-5.488210353,0.074758268,0.082914138,0.011420898
C6orf120,0.260297247,0.215789459,0.723702589,6.204807748,1.237812564,-5.223990636,0.260297247,0.665969775,0.140439874
C6orf132,0.319314443,0.023768243,0.325917467,6.533011228,2.260901143,-3.842665558,0.319314443,1.624002914,0.486892363
C6orf136,0.764899555,0.003652188,0.128459341,6.030157792,2.906830068,-1.942081778,0.764899555,2.437446908,0.89123431
C6orf141,-0.885473146,0.000881127,0.057141682,5.843742408,-3.326100256,-0.771331343,0.885473146,3.054961613,1.243046982
C6orf15,-0.397253716,0.218217394,0.72714474,5.439318286,-1.231292414,-4.907312263,0.397253716,0.661110635,0.138379133
C6orf163,-0.001557948,0.996334463,0.998433648,5.489369796,-0.0045941,-5.511753598,0.001557948,0.001594847,0.000680791
C6orf201,0.340944832,0.300238783,0.788908236,5.435969264,1.035928652,-5.082015728,0.340944832,0.52253321,0.10297351
C6orf223,-0.305076942,0.352196968,0.825396574,5.457108622,-0.930342147,-5.172736833,0.305076942,0.453214387,0.083337338
C6orf226,-0.02075314,0.947806453,0.986384959,5.774033744,-0.065461853,-5.567112181,0.02075314,0.023280339,0.005953559
C6orf47,0.03379978,0.906619433,0.986384959,5.901960528,0.117304047,-5.645886044,0.03379978,0.042574976,0.005953559
C6orf52,-0.270844379,0.410107898,0.849272116,5.444613852,-0.823708394,-5.250061072,0.270844379,0.387101867,0.070953135
C6orf58,0.541586744,0.083696282,0.536075261,5.604595207,1.729653777,-4.292574001,0.541586744,1.077293834,0.270774235
C6orf62,0.175631856,0.102778266,0.574751632,6.726730243,1.63155127,-5.275707503,0.175631856,0.988098715,0.240519787
C6orf89,-0.402279605,0.082857943,0.535355304,6.148933185,-1.734362307,-4.46609373,0.402279605,1.081665851,0.271357891
C7,0.180189094,0.593982739,0.916347881,5.581325757,0.533075738,-5.395005888,0.180189094,0.226226176,0.03793962
C7orf25,-0.485672416,0.101073836,0.570340275,5.802360743,-1.639690067,-4.453903008,0.485672416,0.995361253,0.243865959
C7orf26,-0.066821572,0.754176486,0.960507211,6.182543151,-0.313138274,-5.878603408,0.066821572,0.122527012,0.01749937
C7orf31,-0.326863161,0.299441186,0.788207355,5.722146473,-1.037639701,-5.112021632,0.326863161,0.523688466,0.103359517
C7orf33,-0.353644626,0.220368238,0.731440836,5.887619053,-1.225559797,-4.990609937,0.353644626,0.656851,0.135820797
C7orf50,-0.011415083,0.94751627,0.986384959,6.348714209,-0.065826329,-6.117553463,0.011415083,0.023413324,0.005953559
C7orf57,-0.70841835,0.01338234,0.251714192,5.663489276,-2.47348789,-2.963801705,0.70841835,1.873467935,0.599092298
C7orf61,-0.940104794,0.000345114,0.028084948,5.716052297,-3.579012098,0.014149199,0.940104794,3.462037686,1.551526375
C7orf77,-0.491007884,0.118655478,0.603148364,5.491231008,-1.560459887,-4.529278345,0.491007884,0.925712207,0.219575846
C8A,-0.209759537,0.524431288,0.901078954,5.415113424,-0.636532604,-5.364232009,0.209759537,0.280311406,0.045237154
C8B,-0.335595444,0.297570425,0.787090415,5.633074526,-1.041664929,-5.092173648,0.335595444,0.526410234,0.103975376
C8G,-0.240750224,0.459042485,0.879250556,5.366228084,-0.74042829,-5.314036398,0.240750224,0.338147118,0.055887348
C8orf33,-0.042161621,0.894146947,0.986384959,5.774225197,-0.133059166,-5.561798493,0.042161621,0.048591102,0.005953559
C8orf34,-0.090312134,0.788936094,0.971128708,5.603638765,-0.267693368,-5.48595624,0.090312134,0.102958174,0.012723207
C8orf37,-0.05184857,0.869777387,0.982991673,5.776239286,-0.163941822,-5.559489944,0.05184857,0.060591888,0.007450161
C8orf44,0.23026044,0.487771955,0.887585679,5.648294088,0.69386034,-5.326405871,0.23026044,0.311783174,0.051789714
C8orf48,0.07441522,0.820296722,0.974045182,5.366082658,0.227164154,-5.519085687,0.07441522,0.086029024,0.011420898
C8orf58,0.234160873,0.233357973,0.741333281,6.256752773,1.191763,-5.333891345,0.234160873,0.631977356,0.129986503
C8orf74,-0.262079475,0.169549029,0.67442443,6.296554102,-1.373667575,-5.139211694,0.262079475,0.770704692,0.171066707
C8orf76,-0.496700411,0.115646055,0.597323388,5.399419342,-1.573332618,-4.510097723,0.496700411,0.936869178,0.223790481
C8orf82,-0.084933963,0.638316322,0.935019708,6.319813972,-0.470056083,-5.975724593,0.084933963,0.19496405,0.029179235
C8orf86,-0.111135466,0.742232014,0.954816788,5.569262637,-0.328900242,-5.469297752,0.111135466,0.129460318,0.020079953
C8orf88,-0.364063378,0.254467316,0.7585229,5.331505953,-1.139574384,-5.00687473,0.364063378,0.594367991,0.120031303
C8orf89,-0.465367677,0.126452416,0.613950176,5.728454162,-1.528259251,-4.591255858,0.465367677,0.898072867,0.211866872
C9,0.622595895,0.027776557,0.347942828,5.892467729,2.20047082,-3.530167553,0.622595895,1.556321587,0.458492112
C9orf116,0.162356647,0.502246675,0.890084818,6.075292746,0.670962214,-5.603199438,0.162356647,0.299082929,0.050568607
C9orf129,-0.26604934,0.399585303,0.848206739,5.740797627,-0.842366914,-5.267657281,0.26604934,0.398390493,0.071498281
C9orf131,-0.434238221,0.163687314,0.668650051,5.671231851,-1.392790444,-4.74777544,0.434238221,0.785984979,0.174801118
C9orf135,0.596985708,0.05618699,0.470055482,5.313885447,1.909612194,-4.011501595,0.596985708,1.250364234,0.327850878
C9orf152,0.302333689,0.030589318,0.367406233,6.538161967,2.162415617,-4.061860871,0.302333689,1.514430206,0.43485348
C9orf153,-0.419590368,0.168819144,0.67442443,5.762111951,-1.376021364,-4.7820189,0.419590368,0.772578306,0.171066707
C9orf24,-0.644016095,0.024647112,0.332131392,5.786455975,-2.246934635,-3.43434286,0.644016095,1.608233963,0.478690074
C9orf40,-0.308363309,0.292776366,0.786423357,5.868256625,-1.052057949,-5.152414389,0.308363309,0.533463983,0.104343596
C9orf43,0.182859471,0.538318457,0.905826043,5.863300296,0.615360635,-5.459742599,0.182859471,0.26896073,0.042955197
C9orf47,-0.367911654,0.218348251,0.727450997,5.824911334,-1.230942485,-4.959849279,0.367911654,0.660850282,0.138196256
C9orf50,0.42115184,0.172454667,0.677481219,5.771818443,1.364371868,-4.787934142,0.42115184,0.763325048,0.16910274
C9orf57,0.206532193,0.530246397,0.904503786,5.683432932,0.627632858,-5.370136414,0.206532193,0.275522274,0.043589611
C9orf64,-0.177263218,0.567348314,0.915998947,5.799367892,-0.571963662,-5.447311333,0.177263218,0.246150232,0.038105026
C9orf72,-0.002902359,0.991252611,0.996945474,5.990205254,-0.010963482,-5.727107545,0.002902359,0.003815656,0.001328594
C9orf78,0.005775463,0.978602273,0.992579269,6.172502164,0.026821379,-5.915462013,0.005775463,0.00939378,0.0032348
C9orf85,0.106302798,0.754100499,0.960507211,5.500083459,0.313238297,-5.469943126,0.106302798,0.122570772,0.01749937
C9orf92,-0.020922245,0.948709462,0.986384959,5.727693464,-0.06432771,-5.545326709,0.020922245,0.022866768,0.005953559
CA1,0.13000887,0.67672572,0.946900894,5.24199198,0.416936955,-5.508312026,0.13000887,0.169587317,0.023695473
CA10,-0.571051731,0.049778377,0.448665644,5.798813404,-1.961895348,-3.95517567,0.571051731,1.302959271,0.348077185
CA11,0.253350909,0.373030043,0.83785664,5.915435175,0.890817335,-5.313489162,0.253350909,0.42825619,0.076830284
CA12,0.154752925,0.08009419,0.529239151,6.875400779,1.750163618,-5.263338769,0.154752925,1.096398989,0.276348036
CA13,0.217246741,0.482087626,0.887415945,5.806504979,0.702952366,-5.377529886,0.217246741,0.316874016,0.051872772
CA14,-0.301333112,0.334407383,0.811684322,5.754503117,-0.96528119,-5.181061643,0.301333112,0.475724143,0.090612843
CA2,0.437406128,0.160003458,0.667053354,5.736147381,1.405134977,-4.734197995,0.437406128,0.795870633,0.175839428
CA3,-0.278783722,0.396470799,0.845775474,5.446957044,-0.847945933,-5.232959179,0.278783722,0.401788794,0.072744913
CA4,0.138866014,0.655952992,0.942982916,5.241109011,0.445509354,-5.498014005,0.138866014,0.183127282,0.025496175
CA5A,-0.264405934,0.42346121,0.85734255,5.535126944,-0.800435249,-5.262572108,0.264405934,0.373186365,0.066845621
CA5B,0.202891366,0.290407835,0.78562386,6.273914852,1.057234855,-5.496804513,0.202891366,0.536991671,0.104785335
CA6,-0.182047437,0.572861966,0.916347881,5.332722319,-0.563844045,-5.417762653,0.182047437,0.241950011,0.03793962
CA7,0.185847399,0.576500808,0.916347881,5.422737324,0.558505669,-5.395907441,0.185847399,0.23920008,0.03793962
CA8,-0.165975676,0.617580574,0.925800817,5.435853115,-0.499284315,-5.423187705,0.165975676,0.209306373,0.03348244
CA9,0.228104044,0.47259821,0.885093392,5.287096359,0.718261662,-5.346404972,0.228104044,0.325507927,0.053010902
CAAP1,0.299106781,0.294043504,0.786423357,5.911875499,1.049299905,-5.176148015,0.299106781,0.531588411,0.104343596
CAB39,0.094915217,0.613148545,0.923515671,6.284895756,0.505586368,-5.923562715,0.094915217,0.212434298,0.034555731
CAB39L,-0.295263253,0.194468265,0.698496041,6.150661814,-1.297485304,-5.089387438,0.295263253,0.711151261,0.155836051
CABCOCO1,-0.237913285,0.463702261,0.881681389,5.679933626,-0.732767967,-5.319977695,0.237913285,0.333760787,0.054688327
CABIN1,0.445550143,0.006051395,0.169362607,6.44719327,2.745061861,-2.572552156,0.445550143,2.218144515,0.771182471
CABLES1,0.003301233,0.982560279,0.993727713,6.4581233,0.021859262,-6.251872819,0.003301233,0.007640796,0.002732598
CABLES2,-0.078173048,0.803684377,0.974045182,5.784437297,-0.248582568,-5.549333765,0.078173048,0.094914474,0.011420898
CABP1,-0.17425565,0.602459188,0.916969297,5.48890404,-0.520869557,-5.40873629,0.17425565,0.220072368,0.037645206
CABP2,-0.084917336,0.799809215,0.972984839,5.445256613,-0.253594926,-5.49529448,0.084917336,0.097013597,0.011893927
CABP4,-0.212786218,0.48451673,0.887415945,5.82220323,-0.699059969,-5.39216711,0.212786218,0.314691222,0.051872772
CABP5,0.341272023,0.17841516,0.681007147,6.042011654,1.345663459,-4.947479793,0.341272023,0.748568247,0.16684833
CABP7,0.071509535,0.827187916,0.974045182,5.365876378,0.218310338,-5.520823102,0.071509535,0.082395818,0.011420898
CABS1,0.084240531,0.804660414,0.974045182,5.558976302,0.247321095,-5.482417581,0.084240531,0.094387364,0.011420898
CABYR,-0.20614466,0.461089098,0.88041425,5.934704599,-0.737058486,-5.437710433,0.20614466,0.336215146,0.055312937
CACFD1,0.075129626,0.663649497,0.945963568,6.350864241,0.434881779,-6.033103522,0.075129626,0.17806123,0.024125589
CACHD1,-0.275145995,0.402727504,0.848365488,5.443073334,-0.836764727,-5.240842809,0.275145995,0.394988709,0.071417007
CACNA1A,-0.535306459,0.086953103,0.542862657,5.4200379,-1.711716356,-4.319760564,0.535306459,1.060714913,0.265310032
CACNA1B,-0.025916376,0.931416313,0.986384959,5.162855603,-0.086063319,-5.610147426,0.025916376,0.03085616,0.005953559
CACNA1C,0.313385535,0.295920825,0.786877149,5.842284892,1.045228351,-5.141639922,0.313385535,0.528824471,0.104093066
CACNA1D,0.233409303,0.228185725,0.738858942,6.26956531,1.20505542,-5.331219117,0.233409303,0.641711527,0.131438466
CACNA1E,-0.025899256,0.931464659,0.986384959,5.162963451,-0.086002502,-5.610111947,0.025899256,0.030833618,0.005953559
CACNA1F,0.112540171,0.697565962,0.946969419,5.896074638,0.388609749,-5.581192072,0.112540171,0.156414719,0.023664046
CACNA1G,-0.182486479,0.585014282,0.916347881,5.487108131,-0.54607752,-5.398282094,0.182486479,0.232833531,0.03793962
CACNA1H,0.231121766,0.488216463,0.887585679,5.445256613,0.693151776,-5.323101035,0.231121766,0.31138758,0.051789714
CACNA1I,0.14256415,0.659223364,0.944658398,5.331622103,0.440987443,-5.469340817,0.14256415,0.180967409,0.02472521
CACNA1S,0.997619891,0.000290981,0.02575665,5.507853643,3.623370941,0.140558613,0.997619891,3.536135288,1.589110624
CACNA2D1,-0.137287989,0.584082344,0.916347881,6.04547258,-0.547433845,-5.640200793,0.137287989,0.233525922,0.03793962
CACNA2D2,0.133547369,0.679296493,0.946900894,5.739901466,0.413424938,-5.480040547,0.133547369,0.167940627,0.023695473
CACNA2D3,-0.237318739,0.474685758,0.885865103,5.521979653,-0.71487947,-5.313610337,0.237318739,0.323593798,0.052632406
CACNA2D4,-0.388199499,0.229297861,0.739772836,5.436475252,-1.202179344,-4.936943818,0.388199499,0.639599997,0.13090162
CACNB1,-0.232878196,0.479815538,0.887415945,5.424043821,-0.706602822,-5.324249011,0.232878196,0.318925692,0.051872772
CACNB2,-0.268020365,0.415159433,0.85305391,5.441766284,-0.814852342,-5.255965174,0.268020365,0.381785089,0.069023522
CACNB3,-0.129356435,0.399527399,0.848206739,6.453797576,-0.842470399,-5.894600889,0.129356435,0.398453432,0.071498281
CACNB4,0.067777992,0.825490479,0.974045182,5.208594441,0.220489594,-5.574487679,0.067777992,0.083287932,0.011420898
CACNG1,-0.055462649,0.866112748,0.981219689,5.699684073,-0.168598715,-5.525377313,0.055462649,0.062425569,0.008233746
CACNG2,-0.025141877,0.939781398,0.986384959,5.413559506,-0.075544873,-5.525182583,0.025141877,0.026973156,0.005953559
CACNG3,-0.198728895,0.533802294,0.905826043,5.737761969,-0.622215167,-5.396972236,0.198728895,0.272619565,0.042955197
CACNG4,-0.584151738,0.015155129,0.264665997,6.145994617,-2.428706686,-3.122291684,0.584151738,1.819440372,0.577301851
CACNG5,-0.112065119,0.740005069,0.954385948,5.571589606,-0.331847867,-5.468967865,0.112065119,0.130765306,0.020275964
CACNG6,-0.567232995,0.034838557,0.383948814,5.989403712,-2.110268419,-3.724706439,0.567232995,1.457939837,0.41572667
CACNG7,-0.054239872,0.866943833,0.98162534,5.734705598,-0.167542284,-5.539079911,0.054239872,0.062009038,0.008054239
CACNG8,-0.119165701,0.715611658,0.949184444,5.366360444,-0.364331304,-5.485915383,0.119165701,0.145322593,0.022649388
CACTIN,0.101269358,0.687516783,0.946969419,6.03786017,0.402228822,-5.699151015,0.101269358,0.162716696,0.023664046
CACUL1,-0.43498287,0.034432647,0.381749215,6.267117526,-2.115007058,-3.868277387,0.43498287,1.463029586,0.418221848
CACYBP,-0.151121038,0.337827656,0.813233496,6.434158676,-0.958472496,-5.76948276,0.151121038,0.471304801,0.089784742
CAD,0.13418861,0.583763542,0.916347881,6.063856183,0.547898054,-5.660871948,0.13418861,0.233763031,0.03793962
CADM1,-0.182269433,0.457378717,0.878311978,6.068408937,-0.743173938,-5.54498892,0.182269433,0.339724048,0.056351195
CADM2,-0.182047437,0.572861966,0.916347881,5.332722319,-0.563844045,-5.417762653,0.182047437,0.241950011,0.03793962
CADM3,0.863072537,0.001931997,0.089760974,5.697536228,3.10060168,-1.421871551,0.863072537,2.713993511,1.046912445
CADM4,0.486113987,0.041143659,0.416544419,6.12414085,2.042114701,-3.917016939,0.486113987,1.385697089,0.38033868
CADPS,-0.242909413,0.455063713,0.876307769,5.366862544,-0.747003643,-5.309806239,0.242909413,0.341927794,0.057343338
CADPS2,0.500098577,0.034972481,0.384903376,6.128987067,2.108715321,-3.792759417,0.500098577,1.456273556,0.414648279
CAGE1,0.072409222,0.831529826,0.974045182,5.5750671,0.212740666,-5.489698026,0.072409222,0.080122169,0.011420898
CALB1,0.077220628,0.816889432,0.974045182,5.671067516,0.231548389,-5.503205303,0.077220628,0.087836722,0.011420898
CALB2,0.070211404,0.833214715,0.974045182,5.672016376,0.210581127,-5.507319518,0.070211404,0.079243069,0.011420898
CALCA,-0.772522062,0.009453903,0.211208797,5.376138321,-2.59525575,-2.686432592,0.772522062,2.024388839,0.675287998
CALCB,0.225299612,0.499393764,0.889828022,5.446078727,0.67544722,-5.333050773,0.225299612,0.301556885,0.050693922
CALCOCO1,0.04379206,0.676800211,0.946900894,6.739365729,0.416835119,-6.520220691,0.04379206,0.169539515,0.023695473
CALCOCO2,-0.33688067,0.203275404,0.713373679,6.000633342,-1.272286216,-5.001765623,0.33688067,0.691915167,0.146682918
CALCR,-0.299431983,0.311849591,0.793848725,5.855290181,-1.011355492,-5.181509426,0.299431983,0.506054821,0.100262248
CALCRL,0.133905808,0.689724252,0.946969419,5.644407099,0.399230854,-5.45383525,0.133905808,0.161324503,0.023664046
CALD1,-0.053639632,0.781890611,0.971128708,6.260922051,-0.276857086,-5.978512782,0.053639632,0.106854002,0.012723207
CALHM1,0.283989854,0.394768631,0.845309264,5.567557395,0.851006209,-5.219547349,0.283989854,0.403657364,0.072984371
CALHM2,-0.328407168,0.240405022,0.747966782,5.932913407,-1.173984387,-5.067931887,0.328407168,0.619056465,0.126117689
CALHM3,-0.498040728,0.075502393,0.51592499,5.921048122,-1.777425093,-4.278590847,0.498040728,1.122039286,0.287413435
CALHM4,0.352068885,0.284120201,0.783928455,5.436948772,1.071117189,-5.051488045,0.352068885,0.546497887,0.105723571
CALHM5,-0.375217729,0.238028614,0.746190957,5.64362017,-1.179938046,-4.969995369,0.375217729,0.623370833,0.127150018
CALHM6,-0.738095582,0.014060642,0.256883794,5.361524433,-2.455768179,-2.991790563,0.738095582,1.851994863,0.590263294
CALM1,-0.040153283,0.817395449,0.974045182,6.347349728,-0.230897006,-6.091548198,0.040153283,0.087567784,0.011420898
CALM2,0.159739788,0.000948889,0.05947113,7.278122255,3.305390268,-1.933172079,0.159739788,3.022784663,1.225693808
CALM3,0.023405423,0.795900371,0.972175463,6.854625534,0.258657313,-6.719510974,0.023405423,0.099141293,0.012255345
CALML3,-0.054097289,0.811680353,0.974045182,6.129889377,-0.23825967,-5.840608665,0.054097289,0.090614966,0.011420898
CALML4,0.386620659,0.23861143,0.746365045,5.524786793,1.178474037,-4.950322939,0.386620659,0.622308756,0.127048708
CALML5,1.135752268,2.25E-06,0.000592135,6.29820004,4.759765345,4.415493725,1.135752268,5.6476277,3.22757893
CALML6,-0.188498955,0.572528149,0.916347881,5.49007786,-0.564334576,-5.390103766,0.188498955,0.242203156,0.03793962
CALN1,0.103776356,0.758575801,0.962494582,5.623032319,0.307352676,-5.475687202,0.103776356,0.120001015,0.016601707
CALR,0.007761214,0.909580293,0.986384959,7.056795561,0.113568337,-7.023965542,0.007761214,0.041158958,0.005953559
CALR3,0.136660267,0.683299274,0.946900894,5.648913445,0.407966724,-5.451917589,0.136660267,0.16538904,0.023695473
CALU,0.646375972,0.002538089,0.105111901,6.265180436,3.018865335,-1.685625737,0.646375972,2.595493234,0.978348109
CALY,-0.334030327,0.295088592,0.786423357,5.317832051,-1.047031165,-5.094440942,0.334030327,0.530047579,0.104343596
CAMK1,-0.109216963,0.698867158,0.946969419,5.924321689,-0.386851625,-5.603798384,0.109216963,0.155605368,0.023664046
CAMK1D,0.084925439,0.729214928,0.951812366,6.0610178,0.346171338,-5.741393447,0.084925439,0.137144449,0.021448657
CAMK1G,-0.122136076,0.717592778,0.949801409,5.525217018,-0.361679223,-5.460286674,0.122136076,0.144121941,0.022367191
CAMK2A,-0.124669534,0.65691444,0.94371133,5.930871628,-0.444179028,-5.587812851,0.124669534,0.182491192,0.025160831
CAMK2B,-0.189952164,0.565872246,0.915131658,5.641427482,-0.574143768,-5.393054494,0.189952164,0.247281606,0.03851642
CAMK2D,-0.561791445,0.009193785,0.207455412,6.25560243,-2.604830792,-2.764234583,0.561791445,2.036505665,0.683075231
CAMK2G,0.322015457,0.068222971,0.498420655,6.355407816,1.823557626,-4.521262902,0.322015457,1.166069371,0.302403968
CAMK2N1,0.25841271,0.017860724,0.290028122,6.725046984,2.368545269,-3.817660274,0.25841271,1.748100937,0.53755989
CAMK2N2,0.189936376,0.513441,0.894551482,5.890611901,0.653492243,-5.456980959,0.189936376,0.289509455,0.04839466
CAMK4,-0.136151374,0.589945681,0.916347881,6.038124458,-0.538917075,-5.637907242,0.136151374,0.229187974,0.03793962
CAMKK1,-0.147160127,0.610094367,0.921903924,5.898461931,-0.509940908,-5.53630909,0.147160127,0.214602985,0.035314337
CAMKK2,0.318295764,0.047044686,0.437191069,6.432623428,1.985930539,-4.303379896,0.318295764,1.327489427,0.359328719
CAMKMT,0.38587063,0.233123836,0.74098943,5.365562613,1.192360174,-4.945498135,0.38587063,0.632413318,0.130187987
CAMKV,-0.325099437,0.302722542,0.790708701,5.720654286,-1.030619676,-5.117251488,0.325099437,0.518955239,0.101983482
CAMLG,-0.128760495,0.611143445,0.922891828,6.035578536,-0.508444158,-5.650268897,0.128760495,0.213856842,0.0348492
CAMP,-0.079670445,0.804294813,0.974045182,5.745771819,-0.247793568,-5.530691849,0.079670445,0.094584732,0.011420898
CAMSAP1,-0.38312867,0.162271767,0.668016998,5.958970237,-1.397485522,-4.827466448,0.38312867,0.789757034,0.175212486
CAMSAP2,0.067616207,0.775755074,0.969360918,6.090070341,0.28485768,-5.789016718,0.067616207,0.110275375,0.013514494
CAMSAP3,0.581441133,0.005172463,0.155027886,6.272456175,2.796180547,-2.300239097,0.581441133,2.28630259,0.809590174
CAMTA1,0.178714812,0.206561386,0.716638621,6.515012989,1.263088311,-5.54295424,0.178714812,0.684950861,0.144699791
CAMTA2,0.015662194,0.943711924,0.986384959,6.147634356,0.070605497,-5.885946288,0.015662194,0.025160557,0.005953559
CAND1,0.364647853,0.027219749,0.345704501,6.417122548,2.208395375,-3.833173911,0.364647853,1.565115885,0.461294966
CAND2,-0.375141201,0.245457636,0.752653468,5.49881792,-1.161462351,-4.977818808,0.375141201,0.610023452,0.123404933
CANT1,-0.304313774,0.005857026,0.167778635,6.737529728,-2.755759306,-2.834635325,0.304313774,2.232322866,0.775263343
CANX,0.066797717,0.445083556,0.8720052,6.880442638,0.763641109,-6.498041924,0.066797717,0.351558451,0.059480925
CAP1,-0.031276805,0.692355841,0.946969419,6.956085162,-0.395661621,-6.808646735,0.031276805,0.15967064,0.023664046
CAP2,0.366753865,0.094778337,0.555178147,6.181103838,1.670734416,-4.605341943,0.366753865,1.023290918,0.255567637
CAPG,0.061471736,0.616569063,0.925101252,6.619372462,0.500720862,-6.330728727,0.061471736,0.21001827,0.033810731
CAPN1,0.170233473,0.228197656,0.738858942,6.514932661,1.205024514,-5.613750833,0.170233473,0.641688822,0.131438466
CAPN10,-0.028880935,0.930752288,0.986384959,5.409481259,-0.086898673,-5.525559163,0.028880935,0.031165888,0.005953559
CAPN11,-0.44667453,0.160171338,0.667053354,5.527596003,-1.404509515,-4.721340661,0.44667453,0.795415197,0.175839428
CAPN12,-0.26537728,0.419051645,0.854455199,5.600759672,-0.808072111,-5.261820019,0.26537728,0.377732451,0.068310703
CAPN13,0.140892966,0.392878569,0.844339429,6.39086559,0.85441366,-5.818379824,0.140892966,0.40574166,0.07348293
CAPN14,0.031909154,0.920891831,0.986384959,5.752298543,0.099310723,-5.553262498,0.031909154,0.035791379,0.005953559
CAPN15,-0.444971272,0.003898034,0.133339882,6.507281201,-2.886387729,-2.224306843,0.444971272,2.409154409,0.875039933
CAPN2,-0.119242961,0.098525731,0.563258365,7.026310215,-1.652063883,-5.623166562,0.119242961,1.006450334,0.24929235
CAPN3,0.006461233,0.984848965,0.994400499,5.579257413,0.018990211,-5.508840312,0.006461233,0.006630367,0.002438666
CAPN5,-0.034187961,0.918330922,0.986384959,5.667709181,-0.102536746,-5.521595867,0.034187961,0.037000792,0.005953559
CAPN6,-0.065759101,0.844508519,0.974045182,5.642080547,-0.19613055,-5.505122771,0.065759101,0.073395965,0.011420898
CAPN7,0.1103176,0.47337286,0.885624051,6.444367516,0.717005637,-5.986825432,0.1103176,0.324796645,0.052750598
CAPN8,0.383975887,0.001116657,0.066064506,6.686779004,3.259482217,-1.300492519,0.383975887,2.952080311,1.180031808
CAPN9,0.327258293,0.257729672,0.76104618,5.892546698,1.131782137,-5.086226697,0.327258293,0.588835579,0.11858899
CAPNS1,-0.058294392,0.423079093,0.857181991,7.016204609,-0.801095182,-6.649996473,0.058294392,0.373578435,0.066926962
CAPNS2,0.038390828,0.90381656,0.986384959,5.287060695,0.120841934,-5.560888381,0.038390828,0.043919706,0.005953559
CAPRIN1,-0.270698247,0.007022899,0.182914006,6.803854223,-2.695831058,-3.07586662,0.270698247,2.153483586,0.737753038
CAPRIN2,0.097502126,0.720719127,0.950760781,5.960553243,0.35749921,-5.643655,0.097502126,0.142233952,0.021928741
CAPS,-0.214710306,0.432717869,0.863268699,5.95956263,-0.784553536,-5.423674525,0.214710306,0.36379517,0.063854006
CAPS2,-0.286492952,0.369792886,0.837166272,5.704031494,-0.896866802,-5.218378967,0.286492952,0.432041447,0.077188277
CAPSL,-0.310796707,0.317511885,0.799537479,5.76152025,-0.999590654,-5.154972875,0.310796707,0.498240013,0.097161174
CAPZA1,0.023451536,0.841365412,0.974045182,6.655261492,0.200147958,-6.479018661,0.023451536,0.075015346,0.011420898
CAPZA2,-0.143338883,0.431415538,0.862475118,6.318860661,-0.786775937,-5.779325236,0.143338883,0.365104217,0.064253425
CAPZA3,0.22772303,0.47273843,0.885093392,5.283563801,0.718034224,-5.347620849,0.22772303,0.325379091,0.053010902
CAPZB,0.479058525,0.001915955,0.089237653,6.496351221,3.103070358,-1.599085065,0.479058525,2.717614607,1.049451861
CARD10,-0.025420002,0.937906777,0.986384959,5.720334354,-0.077901296,-5.541725214,0.025420002,0.027840326,0.005953559
CARD11,-0.017249233,0.947542563,0.986384959,5.999582709,-0.065793305,-5.733922485,0.017249233,0.023401273,0.005953559
CARD14,-0.388219756,0.22854472,0.739139348,5.503324961,-1.204125941,-4.935997441,0.388219756,0.641028808,0.131273677
CARD16,-0.606048489,0.048492243,0.441923249,5.451091908,-1.97306144,-3.912561277,0.606048489,1.314327727,0.354653151
CARD17,-0.217842715,0.508540625,0.892197929,5.419184575,-0.66111497,-5.350775852,0.217842715,0.293674348,0.049538789
CARD18,-0.460135789,0.147710875,0.648823144,5.379483108,-1.447679597,-4.668952353,0.460135789,0.83058753,0.187873667
CARD19,0.354218521,0.108512654,0.588074768,6.173903407,1.604934798,-4.701148281,0.354218521,0.964519613,0.230567454
CARD6,0.114314578,0.725669249,0.951812366,5.723809201,0.350893484,-5.493318979,0.114314578,0.13926128,0.021448657
CARD8,-0.265829331,0.29181706,0.786423357,6.048343666,-1.054151303,-5.268203414,0.265829331,0.534889322,0.104343596
CARD9,-0.397433855,0.102073987,0.573536657,6.103605227,-1.63490114,-4.586815376,0.397433855,0.991084923,0.241438819
CARF,0.085918439,0.77983173,0.970929753,5.821686878,0.279539334,-5.561833429,0.085918439,0.107999098,0.01281219
CARHSP1,0.011303947,0.967582187,0.987791797,5.94010772,0.040641025,-5.682378563,0.011303947,0.014312136,0.005334585
CARM1,0.321900823,0.126494914,0.613950176,6.210397185,1.528088042,-4.848559862,0.321900823,0.897926937,0.211866872
CARMIL1,-0.068639327,0.726352877,0.951812366,6.252058227,-0.349982421,-5.945543052,0.068639327,0.138852339,0.021448657
CARMIL2,0.205502669,0.540409193,0.905989928,5.614058954,0.612197146,-5.362398318,0.205502669,0.267277272,0.04287663
CARMIL3,-0.264653563,0.403234857,0.848365488,5.284478336,-0.835862638,-5.270416323,0.264653563,0.394441934,0.071417007
CARNMT1,0.419244388,0.123945106,0.610651138,5.966490549,1.538440809,-4.647396282,0.419244388,0.906770617,0.214206829
CARNS1,0.255967448,0.442823541,0.869401375,5.612037955,0.767438044,-5.277052958,0.255967448,0.353769299,0.060779677
CARS1,0.379100392,0.048736562,0.443161035,6.297508299,1.970921317,-4.191209973,0.379100392,1.312145111,0.353438432
CARS2,0.182087813,0.296707635,0.786877149,6.348399389,1.043527053,-5.595346283,0.182087813,0.527671279,0.104093066
